species,Mono,Bltc,Sp_D,Sp_L,Maze,St_H,St_D,St_V,Sddl,Eyes,Area
Glossogobius bicirrhosus,0,1,1,0,0,0,0,0,0,0,0
Glossogobius callidus,0,1,1,0,0,0,0,0,0,0,0
Glossogobius celebius,0,1,1,1,0,0,0,0,0,0,0
Glossogobius circumspectus,0,1,1,0,0,0,0,0,0,0,0
Glossogobius giuris,0,1,1,0,0,0,0,0,0,0,0
Glossogobius olivaceus,0,1,1,0,0,0,0,0,0,0,0
Glossolepis dorityi,0,0,0,0,0,1,0,0,0,0,0
Glossolepis incisus,0,1,0,0,0,0,0,0,0,0,0
Glossolepis maculosus,0,0,1,0,0,0,0,0,0,0,0
Glossolepis multisquamata,0,1,0,0,0,0,0,0,0,0,0
Glossolepis pseudoincisus,1,0,0,0,0,0,0,0,0,0,0
Glossolepis ramuensis,0,0,1,0,0,1,0,0,0,0,0
Glossolepis wanamensis,1,0,0,0,0,0,0,0,0,0,0
Glyphis siamensis,1,0,0,0,0,0,0,0,0,0,0
Glyptauchen panduratus,0,1,0,0,0,0,0,0,0,0,1
Glyptocephalus cynoglossus,1,0,0,0,0,0,0,0,0,0,0
Glyptocephalus stelleri,0,1,0,0,0,0,0,0,0,0,0
Glyptocephalus zachirus,0,1,0,0,0,0,0,0,0,0,0
Glyptoparus delicatulus,0,0,1,1,0,0,0,0,0,0,0
Glyptoperichthys joselimaianus,0,0,0,1,0,0,0,0,0,0,0
Glyptophidium lucidum,1,0,0,0,0,0,0,0,0,0,0
Glyptophidium macropus,1,0,0,0,0,0,0,0,0,0,0
Glyptophidium oceanium,1,0,0,0,0,0,0,0,0,0,0
Glyptosternon reticulatum,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax alaknandi,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax annandalei,0,0,0,0,0,1,0,0,0,0,0
Glyptothorax armeniacus,0,1,1,0,0,0,0,0,0,0,0
Glyptothorax cavia,0,1,1,0,0,0,0,0,0,0,0
Glyptothorax coracinus,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax deqinensis,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax dikrongensis,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax dorsalis,0,0,0,0,0,1,0,0,1,0,1
Glyptothorax elankadensis,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax exodon,0,0,0,0,0,0,0,0,1,0,0
Glyptothorax filicatus,0,1,1,0,0,0,0,0,0,0,0
Glyptothorax granulus,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax interspinalus,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax kashmirensis,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax ketambe,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax kurdistanicus,0,1,1,0,0,0,0,0,0,0,0
Glyptothorax lampris,0,0,0,0,0,0,0,0,1,0,0
Glyptothorax lanceatus,0,1,0,1,0,0,0,0,0,0,0
Glyptothorax laosensis,0,0,0,0,0,1,0,0,0,0,0
Glyptothorax lonah,0,0,0,0,0,1,0,0,0,0,0
Glyptothorax longicauda,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax longjiangensis,0,1,1,0,0,0,0,0,0,0,0
Glyptothorax macromaculatus,0,0,1,0,0,0,0,0,0,0,0
Glyptothorax major,0,1,1,1,0,1,0,0,0,0,0
Glyptothorax malabarensis,0,0,0,0,0,0,0,1,0,0,0
Glyptothorax minimaculatus,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax platypogon,0,0,1,0,0,0,0,0,0,0,0
Glyptothorax platypogonides,0,1,1,1,0,0,0,0,1,0,0
Glyptothorax quadriocellatus,0,0,0,0,0,0,0,0,0,0,1
Glyptothorax rugimentum,0,1,0,0,0,0,0,0,0,0,0
Glyptothorax schmidti,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax siamensis,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax silviae,1,0,0,0,0,0,0,1,0,0,0
Glyptothorax sinensis,0,1,1,0,0,0,0,0,0,0,0
Glyptothorax telchitta,1,0,0,0,0,0,0,0,0,0,0
Glyptothorax trilineatus,0,0,0,0,0,1,0,0,0,0,0
Glyptothorax zanaensis,1,0,0,0,0,0,0,0,0,0,0
Gnathanodon speciosus,0,0,0,0,0,0,0,1,0,0,0
Gnathocharax steindachneri,1,0,0,0,0,0,0,0,0,0,0
Gnathochromis permaxillaris,0,0,0,0,0,0,0,1,0,0,0
Gnathochromis pfefferi,0,0,0,0,0,0,0,1,0,0,1
Gnathodentex aureolineatus,0,0,0,0,0,1,0,0,0,0,0
Gnathodolus bidens,1,0,0,0,0,0,0,0,0,0,0
Gnatholepis anjerensis,0,1,1,0,0,0,0,0,0,0,0
Gnatholepis argus,0,1,1,0,0,0,0,0,0,0,0
Gnatholepis caudimaculata,0,1,0,0,0,1,0,0,0,0,0
Gnatholepis cauerensis,0,0,0,0,0,1,0,1,0,1,0
Gnatholepis ophthalmotaenia,0,0,1,1,0,0,0,1,0,0,0
Gnatholepis pascuensis,0,0,1,0,0,1,0,1,0,0,0
Gnatholepis thompsoni,0,1,1,0,0,1,0,1,0,0,0
Gnatholepis yoshinoi,0,1,0,0,0,0,0,0,0,0,0
Gnathonemus longibarbis,1,0,0,0,0,0,0,0,0,0,0
Gnathonemus petersii,0,0,0,0,0,0,0,1,0,0,1
Gnathophis cinctus,1,0,0,0,0,0,0,0,0,0,0
Gnathophis heterognathos,1,0,0,0,0,0,0,0,0,0,0
Gnathophis mystax,1,0,0,0,0,0,0,0,0,0,0
Gnathophis nystromi,1,0,0,0,0,0,0,0,0,0,0
Gnathophis nystromi ginanago,0,1,0,0,0,0,0,0,0,0,0
Gnathophis nystromi nystromi,1,0,0,0,0,0,0,0,0,0,0
Gnathophis xenica,1,0,0,0,0,0,0,0,0,0,0
Gnathopogon caerulescens,0,0,0,0,0,1,0,0,0,0,0
Gnathopogon elongatus,0,0,0,0,0,1,0,0,0,0,0
Gnathopogon elongatus elongatus,0,0,0,0,0,1,0,0,0,0,0
Gnathopogon imberbis,0,1,0,0,0,0,0,0,0,0,0
Gnathopogon strigatus,0,0,0,0,0,1,0,0,0,0,0
Gnathopogon taeniellus,1,0,0,0,0,0,0,0,0,0,0
Gobiesox adustus,0,0,0,0,0,0,0,1,0,0,0
Gobiesox barbatulus,0,0,1,0,0,1,0,0,1,0,0
Gobiesox cephalus,0,1,0,1,0,0,0,0,0,0,0
Gobiesox daedaleus,0,1,1,0,0,0,0,0,1,0,0
Gobiesox lucayanus,0,0,1,0,0,0,0,0,0,0,0
Gobiesox maeandricus,0,1,0,0,0,0,0,0,1,0,0
Gobiesox marmoratus,0,1,0,0,0,0,0,0,1,0,0
Gobiesox papillifer,0,0,1,0,1,0,0,0,0,0,0
Gobiesox potamius,0,0,0,0,0,0,0,1,0,0,0
Gobiesox punctulatus,1,0,0,0,0,0,0,0,0,0,0
Gobiesox strumosus,0,1,0,0,0,0,0,0,1,0,0
Gobiesox woodsi,0,0,0,0,1,0,0,0,0,0,0
Gobio acutipinnatus,0,1,1,0,0,0,0,0,0,0,0
Gobio brevicirris,1,0,0,0,0,0,0,0,0,0,0
Gobio bulgaricus,0,0,1,0,0,0,0,0,0,0,0
Gobio carpathicus,0,1,0,0,0,0,0,0,0,0,0
Gobio caucasicus,0,1,1,0,0,0,0,0,0,0,0
Gobio cynocephalus,1,0,0,0,0,0,0,0,0,0,0
Gobio feraeensis,0,0,1,0,0,0,0,0,0,0,0
Gobio gobio,0,0,1,0,0,0,0,0,0,0,0
Gobio hettitorum,0,1,0,0,0,0,0,0,0,0,0
Gobio holurus,1,0,0,0,0,0,0,0,0,0,0
Gobio huanghensis,1,0,0,0,0,0,0,0,0,0,0
Gobio insuyanus,0,1,0,0,0,0,0,0,0,0,0
Gobio krymensis,1,0,0,0,0,0,0,0,0,0,0
Gobio lingyuanensis,0,1,0,0,0,0,0,0,0,0,0
Gobio lozanoi,0,0,1,0,0,0,0,0,0,0,0
Gobio macrocephalus,0,0,1,0,0,0,0,0,0,0,0
Gobio maeandricus,0,1,0,0,0,0,0,0,0,0,0
Gobio obtusirostris,0,1,0,0,0,0,0,0,0,0,0
Gobio rivuloides,0,0,1,0,0,0,0,0,0,0,0
Gobio sakaryaensis,0,0,1,0,0,1,0,0,0,0,0
Gobiobotia abbreviata,0,1,0,0,0,0,0,0,0,0,0
Gobiobotia brevibarba,0,1,0,0,0,0,0,0,0,0,0
Gobiobotia cheni,0,1,1,0,0,0,0,0,0,0,0
Gobiobotia kolleri,0,0,0,0,0,0,0,0,0,0,1
Gobiobotia longibarba,0,0,1,0,0,0,0,0,0,0,0
Gobiobotia macrocephala,0,1,0,0,0,0,0,0,1,0,0
Gobiobotia naktongensis,0,0,1,0,0,0,0,0,0,0,0
Gobiocichla ethelwynnae,0,0,0,0,0,1,0,0,1,0,0
Gobiocichla wonderi,0,0,0,0,0,1,0,0,1,0,0
Gobioclinus bucciferus,0,1,0,0,0,0,0,1,0,0,0
Gobioclinus dendriticus,0,1,0,0,0,0,0,1,1,0,0
Gobioclinus filamentosus,0,1,0,0,0,0,0,1,0,0,0
Gobioclinus gobio,0,1,0,0,0,0,0,1,0,0,0
Gobioclinus guppyi,0,1,0,1,0,0,0,1,0,0,0
Gobioclinus kalisherae,0,1,0,0,0,0,0,1,0,0,0
Gobiodon acicularis,1,0,0,0,0,1,0,0,0,0,0
Gobiodon albofasciatus,1,0,1,0,0,1,0,0,0,0,0
Gobiodon aoyagii,0,0,1,0,0,0,0,0,0,0,0
Gobiodon ater,1,0,0,0,0,0,0,1,0,0,1
Gobiodon atrangulatus,0,0,0,0,0,0,0,1,0,0,0
Gobiodon bilineatus,1,0,0,0,0,0,0,1,0,0,0
Gobiodon brochus,1,0,0,0,0,0,0,0,0,0,0
Gobiodon ceramensis,1,0,0,0,0,0,0,0,0,0,0
Gobiodon citrinus,0,0,0,0,0,1,0,1,0,0,0
Gobiodon erythrospilus,0,0,1,0,0,1,0,1,0,0,0
Gobiodon fuscoruber,1,0,0,0,0,0,0,0,0,0,0
Gobiodon heterospilos,0,0,1,0,0,1,0,0,0,0,0
Gobiodon histrio,0,0,1,0,1,0,0,1,0,0,0
Gobiodon irregularis,1,0,0,0,1,0,0,1,0,0,0
Gobiodon multilineatus,0,0,0,0,0,0,1,0,0,0,0
Gobiodon oculolineatus,0,0,0,0,0,0,0,1,0,0,0
Gobiodon okinawae,1,0,0,0,0,0,0,0,0,0,0
Gobiodon prolixus,0,0,0,0,0,0,0,1,0,0,0
Gobiodon quinquestrigatus,0,0,0,0,0,0,0,1,0,0,1
Gobiodon reticulatus,0,0,0,1,0,0,0,1,0,0,0
Gobiodon rivulatus,0,0,0,0,1,0,0,0,0,0,0
Gobiodon unicolor,1,0,0,0,0,0,0,0,0,0,0
Gobiodon winterbottomi,1,0,0,0,0,0,0,0,0,0,0
Gobioides broussonnetii,0,1,0,0,0,0,0,1,0,0,0
Gobioides grahamae,0,1,0,0,0,0,0,1,0,0,0
Gobioides peruanus,0,0,1,0,0,0,0,0,0,0,0
Gobiomorphus australis,0,1,0,0,0,0,0,0,0,0,0
Gobiomorphus basalis,0,1,0,0,0,0,0,0,0,0,0
Gobiomorphus breviceps,0,1,1,0,0,0,0,0,0,0,0
Gobiomorphus cotidianus,0,1,0,0,0,0,0,0,0,0,0
Gobiomorphus coxii,0,1,0,0,0,0,0,0,0,0,0
Gobiomorphus gobioides,0,1,0,0,0,0,0,0,0,0,0
Gobiomorphus hubbsi,0,1,0,0,0,0,0,0,0,0,0
Gobiomorphus huttoni,0,1,0,0,0,0,0,0,0,0,0
Gobiomorus dormitor,0,1,0,0,0,0,0,0,0,0,0
Gobiomorus maculatus,0,1,0,0,0,0,0,0,0,0,0
Gobiomorus polylepis,0,1,0,0,0,0,0,0,0,0,0
Gobionellus liolepis,0,0,0,0,0,0,1,0,0,0,0
Gobionellus microdon,0,0,1,0,0,0,0,0,0,0,0
Gobionellus oceanicus,0,1,0,0,0,0,0,0,0,1,0
Gobionellus stomatus,0,1,0,0,0,0,0,1,0,0,0
Gobionotothen gibberifrons,0,1,0,0,0,0,0,0,0,0,0
Gobionotothen marionensis,0,1,1,0,0,0,0,0,0,0,0
Gobiopsis angustifrons,0,1,0,0,0,0,0,0,1,0,0
Gobiopsis aporia,0,1,0,0,0,0,0,0,1,0,0
Gobiopsis arenaria,0,0,0,0,0,0,0,1,1,0,0
Gobiopsis bravoi,0,1,0,0,0,0,0,1,1,0,0
Gobiopsis canalis,0,0,0,0,0,0,0,0,1,0,0
Gobiopsis exigua,0,1,0,0,1,0,0,0,0,0,0
Gobiopsis malekulae,0,1,0,0,0,0,0,0,0,0,1
Gobiopsis quinquecincta,0,0,0,0,0,0,1,0,1,0,0
Gobiopterus brachypterus,1,0,0,0,0,0,0,0,0,0,0
Gobiopterus chuno,0,1,0,0,0,0,0,0,0,0,0
Gobiopterus stellatus,1,0,0,0,0,0,0,0,0,0,0
Gobiosoma aceras,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma alfiei,0,0,0,0,1,0,0,1,0,0,0
Gobiosoma bosc,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma chiquita,0,1,0,1,0,0,0,1,0,0,0
Gobiosoma genie,0,0,0,0,0,1,0,0,0,0,0
Gobiosoma ginsburgi,1,0,0,0,0,0,0,0,0,0,0
Gobiosoma grosvenori,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma hemigymnum,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma hildebrandi,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma homochroma,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma illecebrosum,0,0,0,0,0,1,0,0,0,0,0
Gobiosoma longipala,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma nudum,0,0,0,0,0,0,0,1,0,0,0
Gobiosoma oceanops,0,0,0,0,0,1,0,0,0,0,0
Gobiosoma paradoxum,0,0,0,1,0,0,0,1,0,0,0
Gobiosoma robustum,0,0,0,1,0,0,0,1,0,0,0
Gobiosoma schultzi,0,0,0,1,1,0,0,0,0,0,0
Gobiosoma seminudum,0,0,0,0,1,0,0,0,0,0,0
Gobiosoma spilotum,0,1,0,0,0,0,0,0,0,0,0
Gobiosoma yucatanum,0,1,0,0,0,0,0,0,0,0,0
Gobius ateriformis,0,1,0,0,0,0,0,0,0,0,0
Gobius auratus,1,0,0,0,0,0,0,0,0,0,0
Gobius bontii,0,1,0,0,0,0,0,0,0,0,0
Gobius bucchichi,0,0,1,0,0,0,0,0,0,0,0
Gobius cobitis,0,1,0,0,0,0,0,0,0,0,0
Gobius couchi,0,1,0,0,0,0,0,0,0,0,0
Gobius cruentatus,0,1,0,0,0,0,0,0,0,0,0
Gobius fallax,0,1,1,0,0,1,0,0,0,0,0
Gobius gasteveni,0,1,1,0,0,0,0,0,0,0,0
Gobius geniporus,0,1,0,0,0,0,0,0,0,0,0
Gobius incognitus,0,1,1,0,0,0,0,0,0,0,0
Gobius kolombatovici,0,1,1,0,0,1,0,0,0,0,0
Gobius niger,0,1,1,0,0,0,0,0,0,0,0
Gobius paganellus,1,1,0,0,0,0,0,0,0,0,0
Gobius roulei,0,1,0,0,0,0,0,0,0,0,0
Gobius rubropunctatus,0,1,1,0,0,0,0,0,0,0,0
Gobius scorteccii,1,0,0,0,0,0,0,0,0,0,0
Gobius tetrophthalmus,0,0,0,0,0,1,0,0,1,0,0
Gobius vittatus,0,0,0,0,0,1,0,0,0,0,0
Gobius xanthocephalus,0,0,1,0,1,0,0,0,0,0,0
Gobiusculus flavescens,0,1,0,1,0,1,0,0,0,0,0
Gobulus birdsongi,0,0,0,0,0,1,0,0,0,0,0
Gobulus crescentalis,0,1,0,0,0,0,0,0,0,0,1
Gobulus hancocki,0,0,0,0,0,0,0,0,0,0,1
Gobulus myersi,0,1,0,1,0,0,0,0,0,0,0
Goeldiella eques,0,1,0,0,0,0,0,0,0,0,0
Gogangra viridescens,0,0,0,0,0,0,0,0,1,0,0
Gogo arcuatus,1,0,0,0,0,0,0,0,0,0,0
Gogo atratus,0,1,0,1,0,0,0,0,0,0,0
Gogo brevibarbis,1,0,0,0,0,0,0,0,0,0,0
Gogo ornatus,0,1,0,0,0,0,0,0,0,0,0
Gollum attenuatus,1,0,0,0,0,0,0,0,0,0,0
Gollum suluensis,1,0,0,0,0,0,0,0,0,0,0
Gomphosus caeruleus,1,0,0,0,0,0,0,0,0,1,1
Gomphosus varius,0,0,1,0,0,1,0,0,0,0,1
Gonichthys cocco,1,0,0,0,0,0,0,0,0,0,0
Gonichthys tenuiculus,1,0,0,0,0,0,0,0,0,0,0
Gonioplectrus hispanus,0,0,0,0,0,1,0,0,0,0,0
Gonorynchus abbreviatus,0,0,0,0,0,0,0,0,0,0,1
Gonorynchus gonorynchus,1,0,0,0,0,0,0,0,0,0,0
Gonorynchus greyi,1,0,0,0,0,0,0,0,0,1,0
Gonostoma denudatum,0,1,0,0,0,0,0,0,0,0,0
Goodea atripinnis,1,0,0,0,0,0,0,0,0,0,0
Goodea gracilis,1,0,0,0,0,0,0,0,0,0,0
Gorgasia barnesi,0,0,1,1,0,0,0,0,0,0,0
Gorgasia galzini,0,0,1,0,0,0,0,0,0,0,0
Gorgasia hawaiiensis,0,1,0,0,0,0,0,0,0,0,0
Gorgasia japonica,0,0,0,1,0,0,0,0,0,0,0
Gorgasia klausewitzi,0,0,1,0,0,0,0,0,0,0,0
Gorgasia maculata,0,0,0,1,0,0,0,0,0,0,0
Gorgasia naeocepaea,0,0,1,0,0,0,0,0,0,0,0
Gorgasia or,0,0,0,0,0,0,0,0,0,0,0
Gorgasia preclara,0,0,0,0,0,0,0,1,0,0,0
Gorgasia sillneri,0,0,1,0,0,0,0,0,0,0,0
Gorgasia taiwanensis,1,0,0,0,0,0,0,0,0,0,0
Gorogobius nigricinctus,0,0,0,0,0,0,0,1,0,0,0
Gorogobius stevcici,0,0,0,0,0,0,0,1,0,0,0
Gouania willdenowi,0,1,0,0,0,0,0,0,0,0,0
Gracila albomarginata,0,0,0,0,0,0,0,1,1,0,1
Grallenia arenicola,0,0,1,0,0,0,0,0,0,0,0
Grallenia baliensis,0,1,1,0,0,1,0,0,0,0,0
Grallenia lipi,0,0,1,0,0,1,0,0,0,0,0
Gramma brasilienis,0,0,0,0,0,0,0,0,0,1,1
Gramma brasiliensis,0,0,0,0,0,0,0,0,0,1,1
Gramma dejongi,0,0,0,0,0,0,0,0,0,1,1
Gramma linki,0,0,0,0,0,1,0,0,0,0,0
Gramma loreto,0,0,0,0,0,0,0,0,0,1,1
Gramma melacara,0,0,0,0,0,0,1,0,0,0,1
Grammatobothus krempfi,0,1,0,0,0,0,0,0,0,0,0
Grammatobothus polyophthalmus,0,1,0,1,0,0,0,0,0,1,0
Grammatonotus laysanus,1,0,0,0,0,0,0,0,0,0,0
Grammatonotus surugaensis,1,0,0,0,0,0,0,0,0,0,0
Grammatorcynus bicarinatus,0,0,0,0,0,1,0,0,0,0,0
Grammatorcynus bilineatus,0,0,0,0,0,1,0,0,0,0,0
Grammatotria lemairii,1,0,0,0,0,0,0,0,0,0,0
Grammicolepis brachiusculus,0,0,0,0,0,0,0,1,0,0,0
Grammistes sexlineatus,0,0,0,0,0,1,0,0,0,0,0
Grammistops ocellatus,1,0,0,0,0,0,0,0,0,1,0
Grammonus ater,1,0,0,0,0,0,0,0,0,0,0
Grammonus diagrammus,0,1,1,0,0,0,0,0,0,0,0
Grammonus longhursti,1,0,0,0,0,0,0,0,0,0,0
Grammonus nagaredai,0,1,0,0,0,0,0,0,0,0,0
Grammonus robustus,0,1,0,0,0,0,0,0,0,0,0
Grammonus thielei,0,1,0,0,0,0,0,0,0,0,0
Grammonus waikiki,0,1,0,0,0,0,0,0,0,0,0
Grammonus yunokawai,0,1,0,0,0,0,0,0,0,0,0
Grammoplites knappi,0,1,1,0,0,0,0,0,0,0,0
Grammoplites scaber,0,1,0,0,0,0,0,0,1,0,0
Grammoplites suppositus,0,1,0,0,0,0,0,0,0,0,0
Graus nigra,1,0,0,0,0,0,0,0,0,0,0
Greenwoodochromis christyi,0,0,0,1,0,0,0,1,0,0,0
Grundulus bogotensis,1,0,0,0,0,0,0,0,0,0,0
Grundulus cochae,1,0,0,0,0,0,0,0,0,0,0
Grundulus quitoensis,1,0,0,0,0,0,0,0,0,0,0
Guavina guavina,0,1,0,0,0,0,0,0,0,0,0
Gudusia chapra,1,0,0,0,0,0,0,0,0,0,0
Guentheridia formosa,0,0,1,0,1,0,0,0,0,0,0
Guentherus altivela,1,0,0,0,0,0,0,0,0,0,0
Guentherus katoi,0,0,1,0,0,0,0,0,0,0,0
Guianacara geayi,0,0,0,0,0,0,0,1,0,0,0
Guianacara oelemariensis,0,1,0,0,0,0,0,0,0,0,0
Guianacara owroewefi,0,0,0,0,0,0,0,1,0,0,0
Guianacara sphenozona,0,0,0,0,0,0,0,1,0,0,0
Guianacara stergiosi,0,0,0,0,0,0,0,1,0,1,0
Gunnellichthys curiosus,0,0,0,0,0,1,0,0,0,0,0
Gunnellichthys monostigma,1,0,0,0,0,0,0,0,0,1,0
Gunnellichthys pleurotaenia,0,0,0,0,0,1,0,0,0,0,0
Gunnellichthys viridescens,0,0,0,0,0,1,0,0,0,0,0
Gurgesiella atlantica,1,0,0,0,0,0,0,0,0,0,0
Gurgesiella dorsalifera,0,0,1,0,0,0,0,0,0,0,0
Gurgesiella furvescens,0,0,0,1,0,0,0,0,0,0,0
Guyu wujalwujalensis,1,0,0,0,0,0,0,0,0,0,0
Gymnachirus melas,0,0,0,0,0,0,0,1,0,0,0
Gymnachirus nudus,0,0,0,0,0,0,0,1,0,0,0
Gymnachirus texae,0,0,0,0,0,0,0,1,0,0,0
Gymnallabes typus,1,0,0,0,0,0,0,0,0,0,0
Gymnapistes marmoratus,0,0,0,0,0,0,0,1,1,0,0
Gymnapogon japonicus,1,0,0,0,0,0,0,0,0,0,0
Gymnapogon philippinus,1,0,0,0,0,0,0,0,0,0,0
Gymnapogon urospilotus,0,0,0,0,0,0,0,1,0,0,0
Gymnarchus niloticus,1,0,0,0,0,0,0,0,0,0,0
Gymneleotris seminuda,0,0,0,0,0,0,0,1,0,0,0
Gymnelopsis humilis,1,0,0,0,0,0,0,0,0,0,0
Gymnelus retrodorsalis,0,0,0,0,0,0,0,1,0,0,0
Gymnelus viridis,0,0,0,0,0,0,0,1,0,1,0
Gymnoamblyopus novaeguineae,1,0,0,0,0,0,0,0,0,0,0
Gymnocaesio gymnoptera,0,0,0,0,0,1,0,0,0,0,0
Gymnocanthus detrisus,0,1,0,0,0,0,0,0,0,0,0
Gymnocanthus galeatus,0,1,0,0,0,0,0,0,0,0,0
Gymnocanthus herzensteini,0,1,0,0,0,0,0,1,0,0,0
Gymnocanthus intermedius,0,1,1,0,0,0,0,0,0,0,0
Gymnocanthus tricuspis,0,1,0,0,0,0,0,0,1,0,0
Gymnocephalus acerina,0,0,1,0,0,0,0,0,0,0,0
Gymnocephalus ambriaelacus,0,1,1,0,0,0,0,0,0,0,0
Gymnocephalus baloni,0,1,1,0,0,0,0,0,0,0,0
Gymnocephalus cernua,0,1,1,0,0,0,0,0,0,0,0
Gymnocephalus schraetser,0,0,0,0,0,1,0,0,0,0,0
Gymnocharacinus bergii,1,0,0,0,0,0,0,0,0,0,0
Gymnoclinus cristulatus,0,0,0,0,0,0,0,0,0,0,1
Gymnocorymbus bondi,1,0,0,0,0,0,0,0,0,0,0
Gymnocorymbus ternetzi,0,0,0,0,0,0,0,1,0,0,0
Gymnocorymbus thayeri,0,0,0,0,0,0,0,1,0,0,0
Gymnocranius audleyi,1,0,0,0,0,0,0,0,0,0,0
Gymnocranius elongatus,0,1,0,0,0,0,0,0,0,0,0
Gymnocranius euanus,0,1,0,0,0,0,0,0,0,0,0
Gymnocranius grandoculis,0,0,0,0,0,0,1,0,0,0,0
Gymnocranius griseus,0,1,0,0,0,0,0,1,0,0,0
Gymnocranius microdon,1,0,0,0,0,0,0,0,0,0,0
Gymnocranius oblongus,1,0,0,0,0,0,0,0,0,0,0
Gymnocranius satoi,1,0,0,0,0,0,0,0,0,0,0
Gymnocranius superciliosus,1,0,0,0,0,0,0,0,0,0,0
Gymnocrotaphus curvidens,1,0,0,0,0,0,0,0,0,0,0
Gymnocypris eckloni,0,1,0,0,0,0,0,0,0,0,0
Gymnocypris potanini,1,0,0,0,0,0,0,0,0,0,0
Gymnocypris przewalskii,1,0,0,0,0,0,0,0,0,0,0
Gymnodiptychus dybowskii,0,1,1,0,0,0,0,0,0,0,0
Gymnodiptychus pachycheilus,0,0,1,0,0,0,0,0,0,0,0
Gymnodraco acuticeps,0,0,1,0,0,0,0,0,1,0,0
Gymnogeophagus balzanii,0,0,0,0,0,0,0,1,0,1,0
Gymnogeophagus gymnogenys,0,1,0,1,0,0,0,0,0,1,1
Gymnogeophagus labiatus,0,1,0,1,0,0,0,1,0,0,0
Gymnogeophagus meridionalis,0,0,0,1,0,1,0,1,0,1,0
Gymnogeophagus rhabdotus,0,0,0,1,0,1,0,1,0,1,0
Gymnogeophagus tiraparae,0,0,0,0,0,1,0,0,0,0,0
Gymnogobius breunigii,0,1,0,0,0,0,0,0,0,0,0
Gymnogobius castaneus,0,1,0,0,0,0,0,1,0,0,0
Gymnogobius cylindricus,0,1,0,0,0,0,0,0,0,0,0
Gymnogobius heptacanthus,0,1,0,0,0,0,0,1,0,0,0
Gymnogobius isaza,0,1,0,0,0,0,0,1,0,0,0
Gymnogobius macrognathos,0,1,0,0,0,0,0,1,0,0,0
Gymnogobius opperiens,0,1,0,0,0,0,0,1,0,0,0
Gymnogobius petschiliensis,0,1,0,0,0,0,0,1,0,1,0
Gymnogobius scrobiculatus,0,1,0,0,1,0,0,0,0,0,0
Gymnogobius taranetzi,0,1,0,0,0,0,0,1,0,0,0
Gymnogobius uchidai,0,1,1,0,0,0,0,0,0,0,0
Gymnogobius urotaenia,0,1,0,0,0,0,0,1,0,0,0
Gymnomuraena zebra,0,0,0,0,0,0,0,1,0,0,0
Gymnorhamphichthys rondoni,0,0,0,0,0,1,0,0,0,0,0
Gymnosarda unicolor,1,0,0,0,0,0,0,0,0,0,0
Gymnoscopelus nicholsi,0,1,0,0,0,0,0,0,0,0,0
Gymnoscopelus opisthopterus,0,1,0,0,0,0,0,0,0,0,0
Gymnothorax afer,0,1,0,0,0,0,0,0,0,0,0
Gymnothorax albimarginatus,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax angusticauda,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax angusticeps,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax annasona,0,1,1,0,0,0,0,0,0,0,0
Gymnothorax annulatus,0,0,1,0,0,0,0,1,0,0,0
Gymnothorax australicola,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax bacalladoi,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax bathyphilus,0,0,1,0,0,0,0,0,0,0,0
Gymnothorax berndti,0,0,0,0,1,0,0,0,0,0,0
Gymnothorax breedeni,0,1,0,0,0,0,0,0,0,0,0
Gymnothorax buroensis,0,1,0,0,1,0,0,0,0,0,0
Gymnothorax castaneus,1,0,0,0,0,0,0,0,0,0,0
Gymnothorax castlei,1,0,1,0,0,0,0,0,0,0,0
Gymnothorax chilospilus,0,1,0,0,1,0,0,0,0,0,0
Gymnothorax chlamydatus,0,0,1,0,0,0,0,1,0,0,0
Gymnothorax chlorostigma,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax conspersus,0,0,0,1,0,0,0,0,0,0,0
Gymnothorax cribroris,0,1,0,0,1,0,0,0,0,0,0
Gymnothorax davidsmithi,0,1,0,1,0,0,0,0,0,0,0
